secname,filename,entitytype,assetclass,reportdate,url
BANK 2017-BNK7,BANK_2017-BNK7_20260330_0001888524-26-006148.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/1714679/000188852426006148/exh_102.xml
WELLS FARGO COMMERCIAL MORTGAGE TRUST 2021-C59,WELLS_FARGO_COMMERCIAL_MORTGAGE_TRUST_2021-C59_20260330_0001888524-26-006140.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1851817/000188852426006140/exh_102.xml
BANK 2019-BNK22,BANK_2019-BNK22_20260330_0001888524-26-006137.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/1789307/000188852426006137/exh_102.xml
BANK 2017-BNK4,BANK_2017-BNK4_20260330_0001888524-26-006129.xml,Depositor,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1698685/000188852426006129/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2019-C53,Wells_Fargo_Commercial_Mortgage_Trust_2019-C53_20260330_0001888524-26-006127.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1789356/000188852426006127/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2018-C45,Wells_Fargo_Commercial_Mortgage_Trust_2018-C45_20260330_0001888524-26-006117.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1741690/000188852426006117/exh_102.xml
BANK 2021-BNK31,BANK_2021-BNK31_20260330_0001888524-26-006114.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/1840121/000188852426006114/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2019-C51,Wells_Fargo_Commercial_Mortgage_Trust_2019-C51_20260330_0001888524-26-006112.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1776721/000188852426006112/exh_102.xml
BANK 2023-BNK46,BANK_2023-BNK46_20260330_0001888524-26-006108.xml,Depositor,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1984262/000188852426006108/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2016-C37,Wells_Fargo_Commercial_Mortgage_Trust_2016-C37_20260330_0001888524-26-006099.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1688957/000188852426006099/exh_102.xml
BANK 2025-BNK51,BANK_2025-BNK51_20260330_0001888524-26-006094.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/2098047/000188852426006094/exh_102.xml
BANK5 2025-5YR18,BANK5_2025-5YR18_20260330_0001888524-26-006086.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/2096187/000188852426006086/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2017-RC1,Wells_Fargo_Commercial_Mortgage_Trust_2017-RC1_20260330_0001888524-26-006084.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1695924/000188852426006084/exh_102.xml
BANK 2020-BNK28,BANK_2020-BNK28_20260330_0001888524-26-006082.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/1822166/000188852426006082/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2019-C50,Wells_Fargo_Commercial_Mortgage_Trust_2019-C50_20260330_0001888524-26-006080.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1770572/000188852426006080/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2024-5C2,Wells_Fargo_Commercial_Mortgage_Trust_2024-5C2_20260330_0001888524-26-006074.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2039768/000188852426006074/exh_102.xml
BANK5 2023-5YR1,BANK5_2023-5YR1_20260330_0001888524-26-006068.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/1967945/000188852426006068/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2019-C54,Wells_Fargo_Commercial_Mortgage_Trust_2019-C54_20260330_0001888524-26-006064.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1791239/000188852426006064/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2025-C65,Wells_Fargo_Commercial_Mortgage_Trust_2025-C65_20260330_0001888524-26-006062.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2086308/000188852426006062/exh_102.xml
BANK 2018-BNK10,BANK_2018-BNK10_20260330_0001888524-26-006056.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/1728085/000188852426006056/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2021-C61,Wells_Fargo_Commercial_Mortgage_Trust_2021-C61_20260330_0001888524-26-006052.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1891774/000188852426006052/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2018-C44,Wells_Fargo_Commercial_Mortgage_Trust_2018-C44_20260330_0001888524-26-006050.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1736659/000188852426006050/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2019-C49,Wells_Fargo_Commercial_Mortgage_Trust_2019-C49_20260330_0001888524-26-006042.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1763001/000188852426006042/exh_102.xml
BANK 2021-BNK37,BANK_2021-BNK37_20260330_0001888524-26-006040.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/1889297/000188852426006040/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2018-C43,Wells_Fargo_Commercial_Mortgage_Trust_2018-C43_20260330_0001888524-26-006036.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1729832/000188852426006036/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2017-RB1,Wells_Fargo_Commercial_Mortgage_Trust_2017-RB1_20260330_0001888524-26-006034.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1699462/000188852426006034/exh_102.xml
BANK 2022-BNK43,BANK_2022-BNK43_20260330_0001888524-26-006028.xml,Depositor,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1937096/000188852426006028/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2018-C48,Wells_Fargo_Commercial_Mortgage_Trust_2018-C48_20260330_0001888524-26-006026.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1757928/000188852426006026/exh_102.xml
WELLS FARGO COMMERCIAL MORTGAGE TRUST 2021-C60,WELLS_FARGO_COMMERCIAL_MORTGAGE_TRUST_2021-C60_20260330_0001888524-26-006022.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1867467/000188852426006022/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2017-C42,Wells_Fargo_Commercial_Mortgage_Trust_2017-C42_20260330_0001888524-26-006015.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1723291/000188852426006015/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2020-C57,Wells_Fargo_Commercial_Mortgage_Trust_2020-C57_20260330_0001888524-26-006011.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1818654/000188852426006011/exh_102.xml
Wells Fargo Commercial Mortgage Trust 2018-C47,Wells_Fargo_Commercial_Mortgage_Trust_2018-C47_20260330_0001888524-26-006007.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1753233/000188852426006007/exh_102.xml
BANK 2021-BNK34,BANK_2021-BNK34_20260330_0001888524-26-006003.xml,Depositor,Auto Loans,20260330,https://www.sec.gov/Archives/edgar/data/1863688/000188852426006003/exh_102.xml
CITIGROUP COMMERCIAL MORTGAGE TRUST 2020-GC46,CITIGROUP_COMMERCIAL_MORTGAGE_TRUST_2020-GC46_20260330_0001628297-26-000268.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1800294/000162829726000268/ex102.xml
CITIGROUP COMMERCIAL MORTGAGE TRUST 2019-C7,CITIGROUP_COMMERCIAL_MORTGAGE_TRUST_2019-C7_20260330_0001628297-26-000267.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1794303/000162829726000267/ex102.xml
BENCHMARK 2019-B15 MORTGAGE TRUST,BENCHMARK_2019-B15_MORTGAGE_TRUST_20260330_0001628297-26-000266.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1793651/000162829726000266/ex102.xml
CF 2019-CF2 Mortgage Trust,CF_2019-CF2_Mortgage_Trust_20260330_0001628297-26-000265.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1787001/000162829726000265/ex102.xml
Benchmark 2025-V19 Mortgage Trust,Benchmark_2025-V19_Mortgage_Trust_20260330_0001628297-26-000264.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2093117/000162829726000264/ex102.xml
BENCHMARK 2019-B12 MORTGAGE TRUST,BENCHMARK_2019-B12_MORTGAGE_TRUST_20260330_0001628297-26-000263.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1781089/000162829726000263/ex102.xml
BMO 2025-C13 Mortgage Trust,BMO_2025-C13_Mortgage_Trust_20260330_0001628297-26-000262.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2061838/000162829726000262/ex102.xml
CF 2019-CF1 Mortgage Trust,CF_2019-CF1_Mortgage_Trust_20260330_0001628297-26-000261.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1771200/000162829726000261/ex102.xml
Benchmark 2025-V16 Mortgage Trust,Benchmark_2025-V16_Mortgage_Trust_20260330_0001628297-26-000260.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2060845/000162829726000260/ex102.xml
BMO 2025-C12 Mortgage Trust,BMO_2025-C12_Mortgage_Trust_20260330_0001628297-26-000259.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2061839/000162829726000259/ex102.xml
BENCHMARK 2019-B9 MORTGAGE TRUST,BENCHMARK_2019-B9_MORTGAGE_TRUST_20260330_0001628297-26-000258.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1764759/000162829726000258/ex102.xml
BMO 2025-5C10 Mortgage Trust,BMO_2025-5C10_Mortgage_Trust_20260330_0001628297-26-000257.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2057363/000162829726000257/ex102.xml
Benchmark 2025-V13 Mortgage Trust,Benchmark_2025-V13_Mortgage_Trust_20260330_0001628297-26-000256.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2049534/000162829726000256/ex102.xml
CD 2017-CD5 MORTGAGE TRUST,CD_2017-CD5_MORTGAGE_TRUST_20260330_0001628297-26-000255.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1710360/000162829726000255/ex102.xml
CITIGROUP COMMERCIAL MORTGAGE TRUST 2017-P8,CITIGROUP_COMMERCIAL_MORTGAGE_TRUST_2017-P8_20260330_0001628297-26-000254.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1715824/000162829726000254/ex102.xml
BMO 2024-C10 Mortgage Trust,BMO_2024-C10_Mortgage_Trust_20260330_0001628297-26-000253.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2038432/000162829726000253/ex102.xml
Benchmark 2024-V10 Mortgage Trust,Benchmark_2024-V10_Mortgage_Trust_20260330_0001628297-26-000252.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2034418/000162829726000252/ex102.xml
BMO 2024-C8 Mortgage Trust,BMO_2024-C8_Mortgage_Trust_20260330_0001628297-26-000251.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/2012263/000162829726000251/ex102.xml
BENCHMARK 2021-B31 MORTGAGE TRUST,BENCHMARK_2021-B31_MORTGAGE_TRUST_20260330_0001628297-26-000250.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1894714/000162829726000250/ex102.xml
BENCHMARK 2021-B27 MORTGAGE TRUST,BENCHMARK_2021-B27_MORTGAGE_TRUST_20260330_0001628297-26-000249.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1862080/000162829726000249/ex102.xml
BENCHMARK 2021-B23 MORTGAGE TRUST,BENCHMARK_2021-B23_MORTGAGE_TRUST_20260330_0001628297-26-000231.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1840644/000162829726000231/ex102.xml
CITIGROUP COMMERCIAL MORTGAGE TRUST 2017-B1,CITIGROUP_COMMERCIAL_MORTGAGE_TRUST_2017-B1_20260330_0001628297-26-000230.xml,Trust,CMBS,20260330,https://www.sec.gov/Archives/edgar/data/1713393/000162829726000230/ex102.xml
Benchmark 2024-V7 Mortgage Trust,Benchmark_2024-V7_Mortgage_Trust_20260327_0001888524-26-005997.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2016841/000188852426005997/exh_102.xml
Benchmark 2023-B39 Mortgage Trust,Benchmark_2023-B39_Mortgage_Trust_20260327_0001888524-26-005993.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1979859/000188852426005993/exh_102.xml
BBCMS Mortgage Trust 2024-C26,BBCMS_Mortgage_Trust_2024-C26_20260327_0001888524-26-005989.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2020017/000188852426005989/exh_102.xml
BBCMS Mortgage Trust 2024-C24,BBCMS_Mortgage_Trust_2024-C24_20260327_0001888524-26-005985.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2006370/000188852426005985/exh_102.xml
CF 2019-CF3 Mortgage Trust,CF_2019-CF3_Mortgage_Trust_20260327_0001888524-26-005983.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1793744/000188852426005983/exh_102.xml
Benchmark 2023-V4 Mortgage Trust,Benchmark_2023-V4_Mortgage_Trust_20260327_0001888524-26-005977.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1992084/000188852426005977/exh_102.xml
CFCRE 2017-C8 Mortgage Trust,CFCRE_2017-C8_Mortgage_Trust_20260327_0001888524-26-005973.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1703075/000188852426005973/exh_102.xml
BBCMS Mortgage Trust 2024-5C25,BBCMS_Mortgage_Trust_2024-5C25_20260327_0001888524-26-005969.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2013825/000188852426005969/exh_102.xml
Benchmark 2023-V2 Mortgage Trust,Benchmark_2023-V2_Mortgage_Trust_20260327_0001888524-26-005965.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1970781/000188852426005965/exh_102.xml
Citigroup Commercial Mortgage Trust 2022-GC48,Citigroup_Commercial_Mortgage_Trust_2022-GC48_20260327_0001888524-26-005963.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1924870/000188852426005963/exh_102.xml
BENCHMARK 2022-B35 MORTGAGE TRUST,BENCHMARK_2022-B35_MORTGAGE_TRUST_20260327_0001888524-26-005957.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1921064/000188852426005957/exh_102.xml
BANK 2021-BNK33,BANK_2021-BNK33_20260327_0001888524-26-005953.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1858865/000188852426005953/exh_102.xml
BBCMS Mortgage Trust 2021-C9,BBCMS_Mortgage_Trust_2021-C9_20260327_0001888524-26-005951.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1843823/000188852426005951/exh_102.xml
BBCMS Mortgage Trust 2020-C8,BBCMS_Mortgage_Trust_2020-C8_20260327_0001888524-26-005945.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1823722/000188852426005945/exh_102.xml
BBCMS Mortgage Trust 2025-5C33,BBCMS_Mortgage_Trust_2025-5C33_20260327_0001888524-26-005943.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2055003/000188852426005943/exh_102.xml
BBCMS Mortgage Trust 2020-C6,BBCMS_Mortgage_Trust_2020-C6_20260327_0001888524-26-005937.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1797679/000188852426005937/exh_102.xml
BBCMS Mortgage Trust 2021-C12,BBCMS_Mortgage_Trust_2021-C12_20260327_0001888524-26-005935.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1891818/000188852426005935/exh_102.xml
BBCMS Mortgage Trust 2025-C32,BBCMS_Mortgage_Trust_2025-C32_20260327_0001888524-26-005929.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2049300/000188852426005929/exh_102.xml
BBCMS Mortgage Trust 2021-C11,BBCMS_Mortgage_Trust_2021-C11_20260327_0001888524-26-005925.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1881326/000188852426005925/exh_102.xml
BBCMS Mortgage Trust 2025-5C36,BBCMS_Mortgage_Trust_2025-5C36_20260327_0001888524-26-005923.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2076111/000188852426005923/exh_102.xml
BBCMS Mortgage Trust 2024-5C31,BBCMS_Mortgage_Trust_2024-5C31_20260327_0001888524-26-005921.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2044180/000188852426005921/exh_102.xml
BBCMS Mortgage Trust 2024-C30,BBCMS_Mortgage_Trust_2024-C30_20260327_0001888524-26-005919.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2039612/000188852426005919/exh_102.xml
BBCMS Mortgage Trust 2018-C2,BBCMS_Mortgage_Trust_2018-C2_20260327_0001888524-26-005909.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1754913/000188852426005909/exh_102.xml
BBCMS Mortgage Trust 2020-C7,BBCMS_Mortgage_Trust_2020-C7_20260327_0001888524-26-005907.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1812604/000188852426005907/exh_102.xml
BBCMS Mortgage Trust 2024-5C29,BBCMS_Mortgage_Trust_2024-5C29_20260327_0001888524-26-005901.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2034721/000188852426005901/exh_102.xml
BBCMS Mortgage Trust 2025-C35,BBCMS_Mortgage_Trust_2025-C35_20260327_0001888524-26-005897.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2074653/000188852426005897/exh_102.xml
BBCMS Mortgage Trust 2024-C28,BBCMS_Mortgage_Trust_2024-C28_20260327_0001888524-26-005892.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2030072/000188852426005892/exh_102.xml
BBCMS Mortgage Trust 2021-C10,BBCMS_Mortgage_Trust_2021-C10_20260327_0001888524-26-005890.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1864196/000188852426005890/exh_102.xml
BBCMS Mortgage Trust 2022-C16,BBCMS_Mortgage_Trust_2022-C16_20260327_0001888524-26-005888.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1924780/000188852426005888/exh_102.xml
BBCMS 2023-C20,BBCMS_2023-C20_20260327_0001888524-26-005886.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1981769/000188852426005886/exh_102.xml
BBCMS Mortgage Trust 2017-C1,BBCMS_Mortgage_Trust_2017-C1_20260327_0001888524-26-005882.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1696707/000188852426005882/exh_102.xml
BBCMS Mortgage Trust 2023-5C23,BBCMS_Mortgage_Trust_2023-5C23_20260327_0001888524-26-005872.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1998392/000188852426005872/exh_102.xml
BBCMS Mortgage Trust 2024-5C27,BBCMS_Mortgage_Trust_2024-5C27_20260327_0001888524-26-005870.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2022685/000188852426005870/exh_102.xml
BBCMS Mortgage Trust 2025-5C34,BBCMS_Mortgage_Trust_2025-5C34_20260327_0001888524-26-005868.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2061325/000188852426005868/exh_102.xml
BBCMS Mortgage Trust 2022-C15,BBCMS_Mortgage_Trust_2022-C15_20260327_0001888524-26-005858.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1913593/000188852426005858/exh_102.xml
Benchmark 2020-B18 Mortgage Trust,Benchmark_2020-B18_Mortgage_Trust_20260327_0001888524-26-005856.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1816147/000188852426005856/exh_102.xml
BBCMS Mortgage Trust 2022-C18,BBCMS_Mortgage_Trust_2022-C18_20260327_0001888524-26-005854.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1950140/000188852426005854/exh_102.xml
BBCMS Mortgage Trust 2023-C22,BBCMS_Mortgage_Trust_2023-C22_20260327_0001888524-26-005850.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1994342/000188852426005850/exh_102.xml
BBCMS Mortgage Trust 2019-C4,BBCMS_Mortgage_Trust_2019-C4_20260327_0001888524-26-005842.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1780131/000188852426005842/exh_102.xml
BBCMS Mortgage Trust 2026-5C40,BBCMS_Mortgage_Trust_2026-5C40_20260327_0001888524-26-005840.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2104401/000188852426005840/exh_102.xml
BBCMS Mortgage Trust 2019-C5,BBCMS_Mortgage_Trust_2019-C5_20260327_0001888524-26-005836.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1790441/000188852426005836/exh_102.xml
BBCMS Mortgage Trust 2025-C39,BBCMS_Mortgage_Trust_2025-C39_20260327_0001888524-26-005830.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2097938/000188852426005830/exh_102.xml
BBCMS Mortgage Trust 2019-C3,BBCMS_Mortgage_Trust_2019-C3_20260327_0001888524-26-005828.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1772527/000188852426005828/exh_102.xml
BBCMS Mortgage Trust 2023-C21,BBCMS_Mortgage_Trust_2023-C21_20260327_0001888524-26-005826.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1985684/000188852426005826/exh_102.xml
Benchmark 2020-B16 Mortgage Trust,Benchmark_2020-B16_Mortgage_Trust_20260327_0001888524-26-005820.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1797288/000188852426005820/exh_102.xml
BBCMS Mortgage Trust 2022-C14,BBCMS_Mortgage_Trust_2022-C14_20260327_0001888524-26-005818.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1901814/000188852426005818/exh_102.xml
BBCMS Mortgage Trust 2025-5C38,BBCMS_Mortgage_Trust_2025-5C38_20260327_0001888524-26-005814.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2091664/000188852426005814/exh_102.xml
BBCMS Mortgage Trust 2022-C17,BBCMS_Mortgage_Trust_2022-C17_20260327_0001888524-26-005806.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1937985/000188852426005806/exh_102.xml
BBCMS Mortgage Trust 2025-5C37,BBCMS_Mortgage_Trust_2025-5C37_20260327_0001888524-26-005802.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2077702/000188852426005802/exh_102.xml
Benchmark 2021-B26 Mortgage Trust,Benchmark_2021-B26_Mortgage_Trust_20260327_0001888524-26-005800.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1858289/000188852426005800/exh_102.xml
Benchmark 2025-V17 Mortgage Trust,Benchmark_2025-V17_Mortgage_Trust_20260327_0001888524-26-005794.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2063065/000188852426005794/exh_102.xml
Benchmark 2018-B1 Mortgage Trust,Benchmark_2018-B1_Mortgage_Trust_20260327_0001888524-26-005790.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1722194/000188852426005790/exh_102.xml
DBJPM 2020-C9 Mortgage Trust,DBJPM_2020-C9_Mortgage_Trust_20260327_0001888524-26-005786.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1818254/000188852426005786/exh_102.xml
CD 2019-CD8 Mortgage Trust,CD_2019-CD8_Mortgage_Trust_20260327_0001888524-26-005782.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1782003/000188852426005782/exh_102.xml
Benchmark 2026-V20 Mortgage Trust,Benchmark_2026-V20_Mortgage_Trust_20260327_0001888524-26-005780.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2106400/000188852426005780/exh_102.xml
Benchmark 2024-V8 Mortgage Trust,Benchmark_2024-V8_Mortgage_Trust_20260327_0001888524-26-005778.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2024274/000188852426005778/exh_102.xml
DBGS 2018-C1 Mortgage Trust,DBGS_2018-C1_Mortgage_Trust_20260327_0001888524-26-005770.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1752363/000188852426005770/exh_102.xml
Benchmark 2018-B7 Mortgage Trust,Benchmark_2018-B7_Mortgage_Trust_20260327_0001888524-26-005766.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1757018/000188852426005766/exh_102.xml
COMM 2019-GC44 Mortgage Trust,COMM_2019-GC44_Mortgage_Trust_20260327_0001888524-26-005764.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1792157/000188852426005764/exh_102.xml
Benchmark 2019-B13 Mortgage Trust,Benchmark_2019-B13_Mortgage_Trust_20260327_0001888524-26-005762.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1785881/000188852426005762/exh_102.xml
Benchmark 2024-V11 Mortgage Trust,Benchmark_2024-V11_Mortgage_Trust_20260327_0001888524-26-005754.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2039535/000188852426005754/exh_102.xml
Benchmark 2018-B4 Mortgage Trust,Benchmark_2018-B4_Mortgage_Trust_20260327_0001888524-26-005748.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1740849/000188852426005748/exh_102.xml
Benchmark 2025-V14 Mortgage Trust,Benchmark_2025-V14_Mortgage_Trust_20260327_0001888524-26-005744.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/2056663/000188852426005744/exh_102.xml
Benchmark 2021-B30 Mortgage Trust,Benchmark_2021-B30_Mortgage_Trust_20260327_0001888524-26-005742.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1885855/000188852426005742/exh_102.xml
CD 2018-CD7 Mortgage Trust,CD_2018-CD7_Mortgage_Trust_20260327_0001888524-26-005738.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1746406/000188852426005738/exh_102.xml
Benchmark 2020-B22 Mortgage Trust,Benchmark_2020-B22_Mortgage_Trust_20260327_0001888524-26-005736.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1833563/000188852426005736/exh_102.xml
Benchmark 2023-B38 Mortgage Trust,Benchmark_2023-B38_Mortgage_Trust_20260327_0001888524-26-005728.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1966002/000188852426005728/exh_102.xml
Benchmark 2019-B10 Mortgage Trust,Benchmark_2019-B10_Mortgage_Trust_20260327_0001888524-26-005724.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1766367/000188852426005724/exh_102.xml
